,dt_iso,lat,lon,temp,dew_point,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,weather_description,Dhi,Dni,Ghi
0,2010-07-01 00:00:00+10:00,-32.951195,151.715443,281.66,276.31,1023,69,5.1,300,,48,scattered clouds,0,0,0
1,2010-07-01 01:00:00+10:00,-32.951195,151.715443,281.52,277.54,1023,76,4.56,291,,54,broken clouds,0,0,0
2,2010-07-01 02:00:00+10:00,-32.951195,151.715443,280.92,277.15,1023,77,4.45,289,,85,overcast clouds,0,0,0
3,2010-07-01 03:00:00+10:00,-32.951195,151.715443,281.06,274.89,1023,65,6.7,300,,84,broken clouds,0,0,0
4,2010-07-01 04:00:00+10:00,-32.951195,151.715443,280.93,277.34,1023,78,4.16,287,,76,broken clouds,0,0,0
5,2010-07-01 05:00:00+10:00,-32.951195,151.715443,280.54,277.32,1023,80,4.17,288,,83,broken clouds,0,0,0
6,2010-07-01 06:00:00+10:00,-32.951195,151.715443,280.36,277.32,1024,81,6.2,300,,64,broken clouds,0,0,0
7,2010-07-01 07:00:00+10:00,-32.951195,151.715443,280.3,277.26,1025,81,3.99,291,,30,scattered clouds,0,0,0
8,2010-07-01 08:00:00+10:00,-32.951195,151.715443,282.49,278.48,1026,76,4.33,293,,25,scattered clouds,28,195,57
9,2010-07-01 09:00:00+10:00,-32.951195,151.715443,282.11,275.67,1026,64,6.7,300,,40,scattered clouds,41,705,229
10,2010-07-01 10:00:00+10:00,-32.951195,151.715443,281.67,275.26,1026,64,1.0,310,,40,scattered clouds,58,790,375
11,2010-07-01 11:00:00+10:00,-32.951195,151.715443,284.87,277.84,1025,62,3.31,281,,34,scattered clouds,145,575,432
12,2010-07-01 12:00:00+10:00,-32.951195,151.715443,287.9,276.71,1024,47,6.2,310,,20,few clouds,83,815,531
13,2010-07-01 13:00:00+10:00,-32.951195,151.715443,288.1,276.9,1023,47,6.2,310,,15,few clouds,57,889,543
14,2010-07-01 14:00:00+10:00,-32.951195,151.715443,287.5,277.22,1023,50,1.58,274,,65,broken clouds,64,831,474
15,2010-07-01 15:00:00+10:00,-32.951195,151.715443,288.31,274.82,1023,40,0.0,0,,40,scattered clouds,181,152,246
16,2010-07-01 16:00:00+10:00,-32.951195,151.715443,287.99,274.53,1023,40,0.0,0,,40,scattered clouds,108,201,151
17,2010-07-01 17:00:00+10:00,-32.951195,151.715443,285.79,279.17,1024,64,0.85,45,,100,overcast clouds,29,29,33
18,2010-07-01 18:00:00+10:00,-32.951195,151.715443,283.63,277.77,1025,67,3.6,330,,100,overcast clouds,0,0,0
19,2010-07-01 19:00:00+10:00,-32.951195,151.715443,283.56,277.7,1025,67,3.6,330,,100,overcast clouds,0,0,0
20,2010-07-01 20:00:00+10:00,-32.951195,151.715443,283.51,278.89,1025,73,1.94,338,,100,overcast clouds,0,0,0
21,2010-07-01 21:00:00+10:00,-32.951195,151.715443,281.57,273.31,1025,56,3.6,310,,99,overcast clouds,0,0,0
22,2010-07-01 22:00:00+10:00,-32.951195,151.715443,281.73,273.46,1026,56,3.6,310,,100,overcast clouds,0,0,0
23,2010-07-01 23:00:00+10:00,-32.951195,151.715443,283.0,279.16,1026,77,2.75,297,,100,overcast clouds,0,0,0
24,2010-07-02 00:00:00+10:00,-32.951195,151.715443,280.65,274.93,1026,67,3.6,300,,100,overcast clouds,0,0,0
25,2010-07-02 01:00:00+10:00,-32.951195,151.715443,280.92,275.18,1026,67,3.6,300,,100,overcast clouds,0,0,0
26,2010-07-02 02:00:00+10:00,-32.951195,151.715443,282.22,278.78,1026,79,2.7,285,,100,overcast clouds,0,0,0
27,2010-07-02 03:00:00+10:00,-32.951195,151.715443,280.56,275.85,1026,72,3.6,310,,100,overcast clouds,0,0,0
28,2010-07-02 04:00:00+10:00,-32.951195,151.715443,280.49,275.78,1026,72,3.6,310,,99,overcast clouds,0,0,0
29,2010-07-02 05:00:00+10:00,-32.951195,151.715443,282.28,278.83,1026,79,2.68,267,,100,overcast clouds,0,0,0
30,2010-07-02 06:00:00+10:00,-32.951195,151.715443,280.38,276.99,1026,79,3.1,300,,100,overcast clouds,0,0,0
31,2010-07-02 07:00:00+10:00,-32.951195,151.715443,280.5,277.28,1027,80,3.1,300,,100,overcast clouds,0,0,0
32,2010-07-02 08:00:00+10:00,-32.951195,151.715443,283.61,279.76,1027,77,2.65,272,,100,overcast clouds,11,0,11
33,2010-07-02 09:00:00+10:00,-32.951195,151.715443,282.37,277.79,1027,73,0.0,0,,75,broken clouds,88,0,88
34,2010-07-02 10:00:00+10:00,-32.951195,151.715443,282.59,278.0,1027,73,0.0,0,,75,broken clouds,150,0,150
35,2010-07-02 11:00:00+10:00,-32.951195,151.715443,284.77,278.86,1027,67,2.61,293,,100,overcast clouds,155,0,155
36,2010-07-02 12:00:00+10:00,-32.951195,151.715443,286.15,277.84,1026,57,3.6,320,,100,overcast clouds,160,0,160
37,2010-07-02 13:00:00+10:00,-32.951195,151.715443,286.18,277.87,1025,57,3.6,320,,100,overcast clouds,111,0,111
38,2010-07-02 14:00:00+10:00,-32.951195,151.715443,285.59,279.42,1024,66,2.94,288,,100,overcast clouds,103,0,103
39,2010-07-02 15:00:00+10:00,-32.951195,151.715443,285.78,278.7,1024,62,0.0,0,,90,overcast clouds,74,0,74
40,2010-07-02 16:00:00+10:00,-32.951195,151.715443,285.68,278.6,1024,62,0.0,0,,90,overcast clouds,64,0,64
41,2010-07-02 17:00:00+10:00,-32.951195,151.715443,284.79,279.92,1024,72,3.07,304,,99,overcast clouds,26,0,26
42,2010-07-02 18:00:00+10:00,-32.951195,151.715443,283.84,279.79,1024,76,5.1,300,,96,overcast clouds,0,0,0
43,2010-07-02 19:00:00+10:00,-32.951195,151.715443,283.89,280.03,1024,77,5.1,300,,83,broken clouds,0,0,0
44,2010-07-02 20:00:00+10:00,-32.951195,151.715443,283.73,280.79,1025,82,4.44,299,,82,broken clouds,0,0,0
45,2010-07-02 21:00:00+10:00,-32.951195,151.715443,283.41,278.39,1025,71,5.1,310,,78,broken clouds,0,0,0
46,2010-07-02 22:00:00+10:00,-32.951195,151.715443,283.32,278.3,1024,71,5.1,310,,48,scattered clouds,0,0,0
47,2010-07-02 23:00:00+10:00,-32.951195,151.715443,283.24,280.13,1025,81,5.14,279,,83,broken clouds,0,0,0
48,2010-07-03 00:00:00+10:00,-32.951195,151.715443,282.66,279.2,1024,79,6.7,310,,80,broken clouds,0,0,0
49,2010-07-03 01:00:00+10:00,-32.951195,151.715443,282.64,279.18,1024,79,6.7,310,,36,scattered clouds,0,0,0
50,2010-07-03 02:00:00+10:00,-32.951195,151.715443,282.24,279.51,1024,83,5.87,281,,5,sky is clear,0,0,0
51,2010-07-03 03:00:00+10:00,-32.951195,151.715443,281.68,278.96,1024,83,7.7,320,,5,sky is clear,0,0,0
52,2010-07-03 04:00:00+10:00,-32.951195,151.715443,281.71,278.99,1024,83,7.7,320,,3,sky is clear,0,0,0
53,2010-07-03 05:00:00+10:00,-32.951195,151.715443,281.1,278.74,1024,85,6.49,281,,1,sky is clear,0,0,0
54,2010-07-03 06:00:00+10:00,-32.951195,151.715443,281.26,278.89,1024,85,7.7,310,,2,sky is clear,0,0,0
55,2010-07-03 07:00:00+10:00,-32.951195,151.715443,281.26,278.89,1025,85,7.7,310,,7,sky is clear,0,0,0
56,2010-07-03 08:00:00+10:00,-32.951195,151.715443,283.55,279.12,1026,74,6.23,265,,11,few clouds,22,323,63
57,2010-07-03 09:00:00+10:00,-32.951195,151.715443,283.74,278.3,1026,69,2.6,310,,40,scattered clouds,44,675,224
58,2010-07-03 10:00:00+10:00,-32.951195,151.715443,283.93,278.48,1026,69,2.6,310,,40,scattered clouds,54,789,373
59,2010-07-03 11:00:00+10:00,-32.951195,151.715443,285.73,278.88,1026,63,5.84,232,,18,few clouds,62,836,481
60,2010-07-03 12:00:00+10:00,-32.951195,151.715443,287.73,276.86,1026,48,6.7,240,,10,sky is clear,67,855,538
61,2010-07-03 13:00:00+10:00,-32.951195,151.715443,287.83,276.95,1025,48,6.7,240,,8,sky is clear,67,857,537
62,2010-07-03 14:00:00+10:00,-32.951195,151.715443,287.49,277.77,1025,52,5.91,212,,6,sky is clear,60,848,478
63,2010-07-03 15:00:00+10:00,-32.951195,151.715443,287.99,273.82,1026,38,6.7,240,,4,sky is clear,53,795,365
64,2010-07-03 16:00:00+10:00,-32.951195,151.715443,287.79,273.64,1027,38,6.7,240,,4,sky is clear,43,671,211
65,2010-07-03 17:00:00+10:00,-32.951195,151.715443,285.29,278.0,1027,61,4.89,217,,3,sky is clear,18,277,50
66,2010-07-03 18:00:00+10:00,-32.951195,151.715443,283.27,276.1,1028,61,4.1,260,,6,sky is clear,0,0,0
67,2010-07-03 19:00:00+10:00,-32.951195,151.715443,283.04,275.88,1028,61,4.1,260,,15,few clouds,0,0,0
68,2010-07-03 20:00:00+10:00,-32.951195,151.715443,283.01,276.75,1028,65,4.49,234,,25,scattered clouds,0,0,0
69,2010-07-03 21:00:00+10:00,-32.951195,151.715443,280.46,273.89,1029,63,4.6,280,,40,scattered clouds,0,0,0
70,2010-07-03 22:00:00+10:00,-32.951195,151.715443,280.31,273.75,1029,63,4.6,280,,38,scattered clouds,0,0,0
71,2010-07-03 23:00:00+10:00,-32.951195,151.715443,283.09,277.47,1029,68,4.55,245,,42,scattered clouds,0,0,0
72,2010-07-04 00:00:00+10:00,-32.951195,151.715443,280.75,274.38,1029,64,4.6,300,,40,scattered clouds,0,0,0
73,2010-07-04 01:00:00+10:00,-32.951195,151.715443,280.61,274.25,1029,64,4.6,300,,43,scattered clouds,0,0,0
74,2010-07-04 02:00:00+10:00,-32.951195,151.715443,282.82,277.21,1029,68,4.65,234,,39,scattered clouds,0,0,0
75,2010-07-04 03:00:00+10:00,-32.951195,151.715443,282.53,274.45,1029,57,5.1,250,,34,scattered clouds,0,0,0
76,2010-07-04 04:00:00+10:00,-32.951195,151.715443,282.5,274.42,1028,57,5.1,250,,32,scattered clouds,0,0,0
77,2010-07-04 05:00:00+10:00,-32.951195,151.715443,282.09,277.32,1028,72,4.72,232,,37,scattered clouds,0,0,0
78,2010-07-04 06:00:00+10:00,-32.951195,151.715443,280.82,276.29,1029,73,4.64,232,,40,scattered clouds,0,0,0
79,2010-07-04 07:00:00+10:00,-32.951195,151.715443,280.71,276.19,1029,73,4.51,230,,31,scattered clouds,0,0,0
80,2010-07-04 08:00:00+10:00,-32.951195,151.715443,284.08,278.83,1030,70,4.17,232,,43,scattered clouds,37,0,37
81,2010-07-04 09:00:00+10:00,-32.951195,151.715443,283.44,277.37,1030,66,0.0,0,,40,scattered clouds,109,0,109
82,2010-07-04 10:00:00+10:00,-32.951195,151.715443,283.51,277.44,1029,66,0.0,0,,40,scattered clouds,198,120,250
83,2010-07-04 11:00:00+10:00,-32.951195,151.715443,286.13,281.0,1029,71,4.01,209,,60,broken clouds,205,344,379
84,2010-07-04 12:00:00+10:00,-32.951195,151.715443,287.4,279.01,1028,57,4.1,260,,64,broken clouds,187,481,453
85,2010-07-04 13:00:00+10:00,-32.951195,151.715443,287.81,279.39,1027,57,4.1,260,,90,overcast clouds,91,769,513
86,2010-07-04 14:00:00+10:00,-32.951195,151.715443,288.2,282.56,1027,69,3.96,190,,94,overcast clouds,196,335,367
87,2010-07-04 15:00:00+10:00,-32.951195,151.715443,288.56,282.47,1027,67,0.0,0,,40,scattered clouds,186,172,252
88,2010-07-04 16:00:00+10:00,-32.951195,151.715443,288.37,282.29,1027,67,0.0,0,,40,scattered clouds,88,357,172
89,2010-07-04 17:00:00+10:00,-32.951195,151.715443,286.85,282.7,1027,76,3.92,177,,66,broken clouds,19,243,48
90,2010-07-04 18:00:00+10:00,-32.951195,151.715443,283.71,280.59,1027,81,3.88,176,,60,broken clouds,0,0,0
91,2010-07-04 19:00:00+10:00,-32.951195,151.715443,283.6,281.02,1027,84,3.63,175,,46,scattered clouds,0,0,0
92,2010-07-04 20:00:00+10:00,-32.951195,151.715443,284.63,282.71,1028,88,3.61,184,,42,scattered clouds,0,0,0
93,2010-07-04 21:00:00+10:00,-32.951195,151.715443,283.84,281.94,1027,88,4.6,280,,34,scattered clouds,0,0,0
94,2010-07-04 22:00:00+10:00,-32.951195,151.715443,283.79,281.89,1027,88,4.6,280,,50,scattered clouds,0,0,0
95,2010-07-04 23:00:00+10:00,-32.951195,151.715443,284.07,282.82,1028,92,2.55,177,,59,broken clouds,0,0,0
96,2010-07-05 00:00:00+10:00,-32.951195,151.715443,283.35,283.05,1027,98,6.2,330,,80,broken clouds,0,0,0
97,2010-07-05 01:00:00+10:00,-32.951195,151.715443,283.37,283.07,1027,98,6.2,330,,89,overcast clouds,0,0,0
98,2010-07-05 02:00:00+10:00,-32.951195,151.715443,283.38,281.98,1027,91,1.93,205,,81,broken clouds,0,0,0
99,2010-07-05 03:00:00+10:00,-32.951195,151.715443,283.01,282.71,1027,98,3.6,270,,94,overcast clouds,0,0,0
100,2010-07-05 04:00:00+10:00,-32.951195,151.715443,282.8,282.5,1027,98,3.6,270,,94,overcast clouds,0,0,0
101,2010-07-05 05:00:00+10:00,-32.951195,151.715443,283.59,281.86,1027,89,2.24,231,,92,overcast clouds,0,0,0
102,2010-07-05 06:00:00+10:00,-32.951195,151.715443,282.31,280.26,1027,87,3.6,300,,86,overcast clouds,0,0,0
103,2010-07-05 07:00:00+10:00,-32.951195,151.715443,282.28,280.06,1027,86,3.6,300,,71,broken clouds,0,0,0
104,2010-07-05 08:00:00+10:00,-32.951195,151.715443,285.5,282.88,1027,84,2.51,234,,95,overcast clouds,25,0,25
105,2010-07-05 09:00:00+10:00,-32.951195,151.715443,283.38,282.93,1027,97,1.0,50,,90,overcast clouds,65,0,65
106,2010-07-05 10:00:00+10:00,-32.951195,151.715443,283.65,283.19,1027,97,1.0,50,,90,overcast clouds,178,0,178
107,2010-07-05 11:00:00+10:00,-32.951195,151.715443,286.11,282.56,1027,79,2.15,221,,100,overcast clouds,263,88,309
108,2010-07-05 12:00:00+10:00,-32.951195,151.715443,286.76,283.93,1026,83,2.6,340,0.13,98,light rain,299,66,335
109,2010-07-05 13:00:00+10:00,-32.951195,151.715443,286.99,284.16,1025,83,2.6,340,,99,overcast clouds,281,0,281
110,2010-07-05 14:00:00+10:00,-32.951195,151.715443,287.6,284.75,1024,83,1.68,169,,96,overcast clouds,253,0,253
111,2010-07-05 15:00:00+10:00,-32.951195,151.715443,287.97,284.18,1024,78,0.0,0,0.55,75,light rain,211,4,212
112,2010-07-05 16:00:00+10:00,-32.951195,151.715443,287.89,284.1,1023,78,0.0,0,0.34,75,light rain,77,0,77
113,2010-07-05 17:00:00+10:00,-32.951195,151.715443,286.61,285.5,1023,93,1.73,148,0.12,100,light rain,16,0,16
114,2010-07-05 18:00:00+10:00,-32.951195,151.715443,284.71,283.62,1023,93,1.52,135,,100,overcast clouds,0,0,0
115,2010-07-05 19:00:00+10:00,-32.951195,151.715443,284.49,283.08,1023,91,1.47,130,,100,overcast clouds,0,0,0
116,2010-07-05 20:00:00+10:00,-32.951195,151.715443,285.11,284.18,1023,94,1.26,125,,100,overcast clouds,0,0,0
117,2010-07-05 21:00:00+10:00,-32.951195,151.715443,284.53,282.45,1023,87,2.6,290,0.1,100,light rain,0,0,0
118,2010-07-05 22:00:00+10:00,-32.951195,151.715443,284.78,282.69,1023,87,2.6,290,0.14,100,light rain,0,0,0
119,2010-07-05 23:00:00+10:00,-32.951195,151.715443,285.46,284.52,1022,94,2.6,50,0.15,100,light rain,0,0,0
120,2010-07-06 00:00:00+10:00,-32.951195,151.715443,284.95,282.86,1021,87,0.0,0,,100,overcast clouds,0,0,0
121,2010-07-06 01:00:00+10:00,-32.951195,151.715443,284.95,282.86,1021,87,0.0,0,,100,overcast clouds,0,0,0
122,2010-07-06 02:00:00+10:00,-32.951195,151.715443,285.81,284.55,1020,92,3.93,52,,100,overcast clouds,0,0,0
123,2010-07-06 03:00:00+10:00,-32.951195,151.715443,285.44,283.17,1019,86,5.1,40,,100,overcast clouds,0,0,0
124,2010-07-06 04:00:00+10:00,-32.951195,151.715443,285.53,283.26,1018,86,5.1,40,,100,overcast clouds,0,0,0
125,2010-07-06 05:00:00+10:00,-32.951195,151.715443,285.67,284.73,1017,94,4.47,26,1.0,99,light rain,0,0,0
126,2010-07-06 06:00:00+10:00,-32.951195,151.715443,285.23,284.29,1017,94,2.6,20,0.35,78,light rain,0,0,0
127,2010-07-06 07:00:00+10:00,-32.951195,151.715443,285.14,284.21,1017,94,2.6,20,0.27,67,light rain,0,0,0
128,2010-07-06 08:00:00+10:00,-32.951195,151.715443,285.64,284.7,1018,94,2.66,336,0.26,72,light rain,5,0,5
129,2010-07-06 09:00:00+10:00,-32.951195,151.715443,285.07,284.61,1017,97,0.0,0,,90,light rain,28,0,28
130,2010-07-06 10:00:00+10:00,-32.951195,151.715443,285.17,284.71,1017,97,0.0,0,,90,light rain,156,0,156
131,2010-07-06 11:00:00+10:00,-32.951195,151.715443,286.99,284.34,1017,84,3.52,310,,30,scattered clouds,215,0,215
132,2010-07-06 12:00:00+10:00,-32.951195,151.715443,287.29,285.33,1016,88,7.2,340,,26,scattered clouds,126,0,126
133,2010-07-06 13:00:00+10:00,-32.951195,151.715443,287.45,285.49,1015,88,7.2,340,,36,scattered clouds,61,0,61
134,2010-07-06 14:00:00+10:00,-32.951195,151.715443,289.11,283.43,1015,69,3.41,261,,24,few clouds,192,189,281
135,2010-07-06 15:00:00+10:00,-32.951195,151.715443,288.88,283.64,1015,71,0.5,310,0.5,40,light rain,109,10,113
136,2010-07-06 16:00:00+10:00,-32.951195,151.715443,288.89,283.65,1016,71,0.5,310,0.17,40,thunderstorm,69,129,94
137,2010-07-06 17:00:00+10:00,-32.951195,151.715443,286.82,283.99,1016,83,4.18,202,,26,scattered clouds,19,276,52
138,2010-07-06 18:00:00+10:00,-32.951195,151.715443,285.71,283.43,1017,86,4.6,240,,36,scattered clouds,0,0,0
139,2010-07-06 19:00:00+10:00,-32.951195,151.715443,285.87,283.59,1018,86,4.6,240,,32,scattered clouds,0,0,0
140,2010-07-06 20:00:00+10:00,-32.951195,151.715443,285.62,282.45,1018,81,4.82,233,,66,broken clouds,0,0,0
141,2010-07-06 21:00:00+10:00,-32.951195,151.715443,285.81,280.7,1019,71,6.7,260,,99,overcast clouds,0,0,0
142,2010-07-06 22:00:00+10:00,-32.951195,151.715443,285.79,280.68,1019,71,6.7,260,,100,overcast clouds,0,0,0
143,2010-07-06 23:00:00+10:00,-32.951195,151.715443,285.28,281.94,1019,80,6.31,223,0.14,100,light rain,0,0,0
144,2010-07-07 00:00:00+10:00,-32.951195,151.715443,285.64,280.32,1019,70,6.7,240,0.23,100,light rain,0,0,0
145,2010-07-07 01:00:00+10:00,-32.951195,151.715443,285.62,280.31,1020,70,6.7,240,0.21,100,light rain,0,0,0
146,2010-07-07 02:00:00+10:00,-32.951195,151.715443,285.09,282.12,1020,82,6.61,215,0.2,99,light rain,0,0,0
147,2010-07-07 03:00:00+10:00,-32.951195,151.715443,285.06,280.38,1020,73,7.7,240,0.21,99,light rain,0,0,0
148,2010-07-07 04:00:00+10:00,-32.951195,151.715443,285.08,280.4,1020,73,7.7,240,0.23,95,light rain,0,0,0
149,2010-07-07 05:00:00+10:00,-32.951195,151.715443,285.2,282.23,1020,82,6.63,206,0.19,99,light rain,0,0,0
150,2010-07-07 06:00:00+10:00,-32.951195,151.715443,284.96,281.99,1021,82,7.7,230,0.14,100,light rain,0,0,0
151,2010-07-07 07:00:00+10:00,-32.951195,151.715443,285.0,282.21,1022,83,7.7,230,0.3,100,light rain,0,0,0
152,2010-07-07 08:00:00+10:00,-32.951195,151.715443,286.06,283.42,1023,84,6.28,209,0.35,100,light rain,25,0,25
153,2010-07-07 09:00:00+10:00,-32.951195,151.715443,285.51,281.4,1023,76,5.1,130,0.36,90,light rain,93,0,93
154,2010-07-07 10:00:00+10:00,-32.951195,151.715443,285.66,281.55,1023,76,5.1,130,0.36,90,light rain,201,0,201
155,2010-07-07 11:00:00+10:00,-32.951195,151.715443,286.64,283.81,1023,83,6.26,202,0.4,100,light rain,246,0,246
156,2010-07-07 12:00:00+10:00,-32.951195,151.715443,287.22,282.66,1023,74,5.7,240,0.45,100,light rain,272,0,272
157,2010-07-07 13:00:00+10:00,-32.951195,151.715443,287.37,282.81,1022,74,5.7,240,0.46,100,light rain,240,284,396
158,2010-07-07 14:00:00+10:00,-32.951195,151.715443,287.0,284.17,1022,83,6.02,185,0.33,100,light rain,247,85,292
159,2010-07-07 15:00:00+10:00,-32.951195,151.715443,287.4,285.27,1022,87,2.1,130,0.25,75,light rain,151,0,151
160,2010-07-07 16:00:00+10:00,-32.951195,151.715443,287.37,285.24,1023,87,2.1,130,0.23,75,light rain,57,0,57
161,2010-07-07 17:00:00+10:00,-32.951195,151.715443,286.69,284.22,1023,85,5.74,184,0.14,74,light rain,25,0,25
162,2010-07-07 18:00:00+10:00,-32.951195,151.715443,286.23,283.94,1024,86,5.79,179,0.2,80,light rain,0,0,0
163,2010-07-07 19:00:00+10:00,-32.951195,151.715443,286.2,284.43,1024,89,5.58,175,0.43,88,light rain,0,0,0
164,2010-07-07 20:00:00+10:00,-32.951195,151.715443,285.68,284.9,1025,95,5.24,172,0.55,95,light rain,0,0,0
165,2010-07-07 21:00:00+10:00,-32.951195,151.715443,285.12,284.02,1025,93,5.03,177,0.61,96,light rain,0,0,0
166,2010-07-07 22:00:00+10:00,-32.951195,151.715443,285.01,283.92,1025,93,5.16,176,0.6,98,light rain,0,0,0
167,2010-07-07 23:00:00+10:00,-32.951195,151.715443,285.26,284.16,1025,93,5.1,176,0.63,94,light rain,0,0,0
168,2010-07-08 00:00:00+10:00,-32.951195,151.715443,285.48,281.76,1025,78,6.2,230,0.49,99,light rain,0,0,0
169,2010-07-08 01:00:00+10:00,-32.951195,151.715443,284.42,283.17,1025,92,4.97,180,0.47,97,light rain,0,0,0
170,2010-07-08 02:00:00+10:00,-32.951195,151.715443,284.56,283.47,1025,93,4.7,187,0.31,95,light rain,0,0,0
171,2010-07-08 03:00:00+10:00,-32.951195,151.715443,283.94,282.03,1025,88,4.1,250,0.3,99,light rain,0,0,0
172,2010-07-08 04:00:00+10:00,-32.951195,151.715443,284.03,282.12,1025,88,4.1,250,0.24,95,light rain,0,0,0
173,2010-07-08 05:00:00+10:00,-32.951195,151.715443,284.29,283.2,1025,93,5.0,196,0.11,80,light rain,0,0,0
174,2010-07-08 06:00:00+10:00,-32.951195,151.715443,283.74,282.66,1026,93,5.1,230,,63,broken clouds,0,0,0
175,2010-07-08 07:00:00+10:00,-32.951195,151.715443,283.86,282.78,1026,93,5.1,230,,59,broken clouds,0,0,0
176,2010-07-08 08:00:00+10:00,-32.951195,151.715443,285.87,284.11,1026,89,4.99,194,,50,scattered clouds,22,0,22
177,2010-07-08 09:00:00+10:00,-32.951195,151.715443,285.05,283.46,1027,90,1.0,230,,75,broken clouds,98,0,98
178,2010-07-08 10:00:00+10:00,-32.951195,151.715443,285.15,283.56,1027,90,1.0,230,0.28,75,light rain,125,0,125
179,2010-07-08 11:00:00+10:00,-32.951195,151.715443,286.43,284.66,1027,89,4.05,183,0.32,92,light rain,186,0,186
180,2010-07-08 12:00:00+10:00,-32.951195,151.715443,286.04,284.61,1026,91,3.1,250,0.62,63,light rain,174,484,446
181,2010-07-08 13:00:00+10:00,-32.951195,151.715443,286.49,285.05,1025,91,3.1,250,0.58,54,light rain,63,844,531
182,2010-07-08 14:00:00+10:00,-32.951195,151.715443,287.94,285.8,1025,87,5.22,172,0.69,44,light rain,164,462,400
183,2010-07-08 15:00:00+10:00,-32.951195,151.715443,287.5,284.47,1025,82,1.0,230,1.2,75,moderate rain,181,17,189
184,2010-07-08 16:00:00+10:00,-32.951195,151.715443,287.54,284.51,1025,82,1.0,230,0.47,75,light rain,103,179,140
185,2010-07-08 17:00:00+10:00,-32.951195,151.715443,286.97,284.32,1025,84,4.1,166,0.51,45,light rain,19,271,52
186,2010-07-08 18:00:00+10:00,-32.951195,151.715443,285.31,282.69,1026,84,3.72,171,0.23,43,light rain,0,0,0
187,2010-07-08 19:00:00+10:00,-32.951195,151.715443,284.98,282.19,1026,83,3.75,173,0.19,69,light rain,0,0,0
188,2010-07-08 20:00:00+10:00,-32.951195,151.715443,285.76,283.66,1027,87,3.16,179,0.15,49,light rain,0,0,0
189,2010-07-08 21:00:00+10:00,-32.951195,151.715443,283.4,281.33,1027,87,3.36,187,0.19,52,light rain,0,0,0
190,2010-07-08 22:00:00+10:00,-32.951195,151.715443,283.58,281.51,1027,87,3.44,189,0.28,50,light rain,0,0,0
191,2010-07-08 23:00:00+10:00,-32.951195,151.715443,284.82,282.73,1027,87,3.44,186,0.3,51,light rain,0,0,0
192,2010-07-09 00:00:00+10:00,-32.951195,151.715443,283.07,281.01,1027,87,4.1,250,0.32,60,light rain,0,0,0
193,2010-07-09 01:00:00+10:00,-32.951195,151.715443,283.12,281.06,1027,87,4.1,250,0.33,64,light rain,0,0,0
194,2010-07-09 02:00:00+10:00,-32.951195,151.715443,283.8,281.9,1027,88,3.16,185,0.24,61,light rain,0,0,0
195,2010-07-09 03:00:00+10:00,-32.951195,151.715443,282.56,280.51,1027,87,6.2,220,0.5,42,light rain,0,0,0
196,2010-07-09 04:00:00+10:00,-32.951195,151.715443,282.56,280.51,1027,87,6.2,220,0.6,50,light rain,0,0,0
197,2010-07-09 05:00:00+10:00,-32.951195,151.715443,283.96,282.05,1027,88,3.04,205,,49,scattered clouds,0,0,0
198,2010-07-09 06:00:00+10:00,-32.951195,151.715443,283.02,281.13,1028,88,4.1,260,,51,broken clouds,0,0,0
199,2010-07-09 07:00:00+10:00,-32.951195,151.715443,283.06,281.17,1028,88,4.1,260,,49,scattered clouds,0,0,0
200,2010-07-09 08:00:00+10:00,-32.951195,151.715443,285.18,282.74,1029,85,3.25,210,,45,scattered clouds,29,245,59
201,2010-07-09 09:00:00+10:00,-32.951195,151.715443,284.28,283.35,1029,94,3.6,230,,75,broken clouds,120,28,126
202,2010-07-09 10:00:00+10:00,-32.951195,151.715443,284.42,283.49,1029,94,3.6,230,,75,broken clouds,159,307,292
203,2010-07-09 11:00:00+10:00,-32.951195,151.715443,286.72,283.53,1029,81,3.22,149,,78,broken clouds,177,442,399
204,2010-07-09 12:00:00+10:00,-32.951195,151.715443,287.68,284.46,1028,81,9.3,150,0.17,84,light rain,126,0,126
205,2010-07-09 13:00:00+10:00,-32.951195,151.715443,288.22,284.99,1027,81,9.3,150,0.55,48,light rain,109,0,109
206,2010-07-09 14:00:00+10:00,-32.951195,151.715443,287.11,285.5,1027,90,3.28,133,0.36,48,light rain,239,18,248
207,2010-07-09 15:00:00+10:00,-32.951195,151.715443,287.59,285.28,1027,86,0.0,0,0.14,75,light rain,197,4,199
208,2010-07-09 16:00:00+10:00,-32.951195,151.715443,287.67,285.36,1027,86,0.0,0,0.24,75,light rain,107,213,152
209,2010-07-09 17:00:00+10:00,-32.951195,151.715443,286.71,284.76,1027,88,2.85,136,0.11,72,light rain,19,290,54
210,2010-07-09 18:00:00+10:00,-32.951195,151.715443,286.85,284.9,1028,88,9.8,110,0.12,54,light rain,0,0,0
211,2010-07-09 19:00:00+10:00,-32.951195,151.715443,287.17,285.04,1028,87,9.8,110,0.17,74,light rain,0,0,0
212,2010-07-09 20:00:00+10:00,-32.951195,151.715443,285.83,284.07,1029,89,2.66,121,,51,broken clouds,0,0,0
213,2010-07-09 21:00:00+10:00,-32.951195,151.715443,286.61,279.25,1029,61,7.2,130,0.15,43,light rain,0,0,0
214,2010-07-09 22:00:00+10:00,-32.951195,151.715443,286.54,279.18,1029,61,7.2,130,,45,scattered clouds,0,0,0
